"Gene_ID","Kmeans_Cluster"
"g_14664","2"
"g_14692","2"
"g_14704","7"
"g_14713","1"
"g_14729","7"
"g_14743","6"
"g_14748","1"
"g_14783","1"
"g_14799","6"
"g_14818","1"
"g_14822","6"
"g_14824","2"
"g_14828","8"
"g_14845","7"
"g_14847","1"
"g_14850","6"
"g_14857","2"
"g_14876","2"
"g_14883","2"
"g_14908","7"
"g_14909","2"
"g_14924","6"
"g_14925","1"
"g_14949","2"
"g_14956","2"
"g_14958","2"
"g_14962","2"
"g_14970","9"
"g_14991","2"
"g_15022","1"
"g_15042","2"
"g_15062","2"
"g_15067","2"
"g_15072","2"
"g_15082","2"
"g_15088","1"
"g_15089","1"
"g_15111","2"
"g_15127","2"
"g_15139","1"
"g_15162","1"
"g_15193","2"
"g_15201","6"
"g_15203","2"
"g_15209","2"
"g_15232","2"
"g_15247","1"
"g_15261","7"
"g_15288","1"
"g_15290","7"
"g_15296","7"
"g_15299","7"
"g_15301","2"
"g_15302","7"
"g_15307","2"
"g_15316","1"
"g_15322","2"
"g_15330","7"
"g_15338","9"
"g_15367","1"
"g_15368","6"
"g_15371","1"
"g_15374","2"
"g_15375","2"
"g_15377","2"
"g_15380","6"
"g_15389","2"
"g_15403","7"
"g_15408","2"
"g_15412","6"
"g_15421","1"
"g_15433","1"
"g_15442","7"
"g_15448","2"
"g_15450","2"
"g_15459","6"
"g_15460","2"
"g_15471","2"
"g_15483","6"
"g_15486","1"
"g_15495","6"
"g_15496","6"
"g_15501","2"
"g_15504","2"
"g_15514","6"
"g_15515","2"
"g_15537","4"
"g_15540","2"
"g_15550","2"
"g_15573","7"
"g_15575","2"
"g_15606","6"
"g_15609","2"
"g_15619","7"
"g_15624","2"
"g_15629","2"
"g_15630","1"
"g_15636","1"
"g_15638","6"
"g_15649","2"
"g_15657","7"
"g_15685","7"
"g_15688","2"
"g_15698","2"
"g_15704","7"
"g_15709","3"
"g_15712","2"
"g_15720","2"
"g_15741","7"
"g_15743","2"
"g_15751","2"
"g_15769","4"
"g_15798","3"
"g_15805","2"
"g_15809","6"
"g_15820","2"
"g_15837","2"
"g_15853","6"
"g_15860","3"
"g_15868","7"
"g_15889","1"
"g_15891","2"
"g_15897","7"
"g_15919","2"
"g_15928","2"
"g_15931","7"
"g_15958","7"
"g_15965","2"
"g_15970","1"
